"","V1"
"8533","BBCCCDABBBBBDABACADCCBAAACBDCCDCCBCDCDADDCCDDABDCBADCDBCDAADACBCBBCADDCDBDCABCDDDAACBCCDCCBDCDBBBBBBABDABBBDBABACCDCCABDDBBBCCAACCADCBACDDCBCBDDCDDCDBBBABCCCBABCDACDDABDBBBDCADBDCBCACACADCBCBCCDADBAAA"
"8534","BCBABAAACBBBBDDADCDBAAACCBBBDCBCCBBCAABBDDCBCCACDCCCBACCBACCDBAACCCABCDABBDDDDDDDCDDACDDDDBAABADBCCADADDDCDCACCACBCADCADABDBCDDACAADDBACBBDCCDADBCCDDCCBBDBBBCBAADADBBBDBAADDCAAABBCCBCDCADCABDCBCDCBDCA"
"8535","CACCBBBBABBAABCDACAADBBBBCCAACDACDAADAACDACABCDDDCCDCACACBDBAABBCCBADABBCBCBBCDBDDABDADDDCCCACCDDDDCCBDCABBCCBDDBADDAABAACAADDCACDBCAABCACAAABBDDBBABABAABDADDBAAACBCAABCCDABBABBDBBCABADAADCABCCDBCCDDA"
"8536","DBABCBDDCADCADBCCBACDCDDACDCABCABADCACBCDBADDCCCADCADDCBDBDABCDBACDDABAADCDDDBCDDCDDABDAABDABABBBADDBCAAAADCDAAABDDDDCDBBDBCBDABABBBDCDADCBDBBDDDDABAAACCDAACAACBDDDACBDACBCDDDACBDCBDABDAADBADDCDBADDCC"
"8537","DDCBADDCACCDBBDBCBABCCCDCBDBACBCBAADDBABDBDBBDCBDCCCAAAACCCADCCAACCDCBBCABCBDCCBCCCCBDACDADCCDBCABACADCCABDCBACBADCBACCDCDCCCBCABDCCABDADADAADDDACCCBDCBDABCBDDACAAADBCBADAACCCBBACBBAAABBDDCADAABABCCCB"
"8538","CDCCDDBDBBDADDCDBBCAABBAAADCBDCACADBCCDDBADDDCDCBDAACADDBBDCCAAADBCBCBCCCABABBADDBCBBBBABACABBADBABADCDBCBADABCBADDCACADDDACBCBADCDDCDABCBDADCACADDADCACDCBACBAABAAACBCABDCDCADDBAACBCACACDDCCCBACCCCACA"
"8539","ADBDBCBCADADCBCABADAACCBBADBBBABDCDCBCCBCACCADDDCBBCBBBDBBCABDBDDDDBADACBDCABDBCDAACABABACCAABADCCDBAAACDCDABABDDBCCBACCCABDCDABACADBDACBDBCDDDDBDCCDBDADDCABBBACCDACBBBACBDDBAABBCABDAAADDCBBACCABDCDBB"
"8540","BBBADDDCBBBDBCBDCDDCCACBADDADDDCBBCBADDDCDCAAACCACDDADCABDCACABCDBBABCDDABDBADABCBACBACCBACCDCBABADBBCABBADADACCBDDABBBCBDCCDACDDBDDCDBBAAABACCBCBCCCCABBDBCAACCACBDBCCBACBDABCBDADDCDDDBBBBADADBDAABBAC"
"8541","ACDCDAACDBCDDCABBADCCAABCCDBCDBDACDDABCCDABADADBAADDDADCCAABBCCBCCCCADDCCBBDBBCAACCDCBCDBBDDBABCDCBDBACAABBBDDCCCACABAACCAADAABBCDBADDADACBCDDBACAACCACBDAACADAAADBAACBABACBCDBBADCCACACBDBBBDABDBDBADBA"
"8542","BBDBAABDDBBBCCBCBAABABBBCCDDCDDDBCBABBADCCAABCBCCCCDAADACCDBABDCDABDBCDBCCCDACADBBADDBDBCBACBCCCCCDCADAAADBADACDBDBCAAABBBADACACDBAACADBDCBDCBDCBACCDADDBCBACADDDCDCADDBBDAACDCABBBDDACADCBABDCADBDBCDCC"
"8543","DCABABCABDADAACDABADBCCADBDAAACCDCBBDABACBBDACCBCCBDCABBBDCCDDBCDABBAADCDAABCCDBBBAACBCADABDDCBDAABACBBADDABDDABABABBBCDACCDCCDDCDBCBDDBBBABDACADCBABCACBDCABABBCBCDDAACDBDADDBDABCBBCAACAACBBCBBAABBCDC"
"8544","ADBCBCDDACCACADDBABDDBBACCDDDAADDDBADAACACBDBDABBBDBABDDBDACABCACABBADADBACCDDDDBCCADDACDDBCBDCCCACBCADBCCDCCBCAADCDBAABBBCCCDCCBCDBBBCDDBBDAADCDABBCAADBDBDCCAABACCDDBBDBABCDDCBDAACBBCBBCDDDBCACACABBA"
"8545","ADCAABAACDCBBBAAADAACDCCDDCDABABDDBBDBCADABCDACAAAADBDABDDAACCADDBBAAADCACADBBBAADDACABDBDDACBBBDBDCCABBBDBBCBCBBCAAABBDDCDDBAABAADABACDAAACDCACBDACBDDBBDCCBCCBBBCACDDACBDBDBDDBACABBBBBBCBCDDADCAADACD"
"8546","CCBBDCDBDCDCCCCDACABCBCADABCCBBAAADADDCACCCBCCBADCBBAADBDCADBAADDCAADCCBACCCADCCBDBCACBDADDADABBDCCCACBBACDCBBCCBCAADCCCCDBAAABBDADBDCDDDDABACCCBADADDABACBDCAACABBCCCACCCDABADAABCDCCDBDBDDCAABDDDBDBCB"
"8547","CBDBACDAAAADBCCBADACBBDAADDBDCCCCCBABCDCDAAACDADBABDCABCDBCADABAAAACBAABADBDBCDCCBADCDBBABBDDAAAACBCDCADDCDDDADADDABCCDBCCAACBBACABDDBBDDCBDCABAACADCDAABDABACDCDDDCDDDAACCDCDABCCBACBDABACCACBCDCCADDBA"
"8548","BBCDCCCADCCCDDCAADADCDADCDDBBBACDADDCBBCDACADAADDAADCACBBACDCCADACCDBACCCBCDBBCDDBCCAAABDCDDBBCBDBBAABDDCBCCBCDAABDABABDADDAADDBCABDCDCBABBCCDAAABACCCAADBCDBDCCCACCACADCCDBACDBBADCDAABACDCCADDBADBBCCD"
"8549","CCDBBCCACADDDCDBABACCCABAADBCAACADDBBBABABBBBACABBCDCACDCCDADBCBBCADDAADAACBDCDCCDCBCCDCCDDBACAAAABABBDAACCCBCCBBDDCDDBCCCDDBACAADBCBCBBAADACDDADDCAAADADBCCBAADACDCAAADABDABBDDDDBDDCCAADABACADCCBCDCDC"
"8550","ADADDBACADCAABBDDCCDAAACDABBCAAACACCBBBDDDACDBCBACBBDDBABBCBBDBADBDAACBDCCCACACACACCCCCCDCDABDACDCDBAADAACBBBBCDACBCBBADCABBBDBDACADCCABCDBCADDBACBBACCBADCBBAAAADBDBCBADCDDBDDCCAAABDBBCDDABABCACDBADDA"
"8551","ABADDDBADDBBBBADACBBACAACADBCBBDCDCBBCDBDADDBDABCBCDBDADBBCACDBBCCBDDBBDBACBBBBCAADDBABBAABCDBCCDACACCBADCBDDABBBDDBDCDDBDADDACACCDBCBBDBCAACCABDAADCDACBCABDABCBABACCDCBBDBDBBDBBCACBDACBADBDCBCDACDCCB"
"8552","ACCDACBCBDAACABCCDCDCCCBABCACBACCBCCCADDBACDCDDCBDDACACDBDDABDBDAACBDCADCBCBACCADCBDDDBBBBBDDDCADCCABBDCBBDACBCADDDDDDBADCBDAADBDBCCAADACCACCBDCDBDACCCCDCACCAACCDBCABDDBAACBBCDDDDAADBDACACBACBDDBCBBDC"
"8553","BBACBABDBDDCABCCCDBDBCBCADBBDCCCCAADCAABADDDADCDDCBABDCBADDDACBBACABDBAAABBAADAADAACAADADACDDDDDBBDBBDCAACADCCCBBABBCCCCDBAABACCBCDCDCBCDBDCBAACADDBDCBDCBDBCCCCCBCBBACCBDBADABBCBABADBBCBCABDBCABDBDACD"
"8554","DDBAACACDAABABCDABBCDADBBBDBCDCCBABDBDAAAABCDDDACBDADCDADDBABDDCCCADADADBBBBDACDACCDDAAADACDBBCAAAAAADACBDADACDBDCABBCDCBCDCAACCCBACCACDDDDADDDAADCCCABDBCBCDAAAACADADCDDDABABCCCCCBDBBBCDBADAAAACCBCBCB"
"8555","DADDABCCBACDBACCDCCACBAAABBDDCAAABDDDDACACDCACDDADADCCDBADDACCBCDCCDDCCAACBCCBCCBBAABDCBCCADDCABCCCCACCCAAABBCADCDDCBAAACCDCBCABCDCABCCDBDBADCDBCDACCDAABCDADABBCAADCDCCADDABADDBCADCADBBADADADDABADBDBD"
"8556","ABDBADBCCDBBACCACAAAABBABDDBAAAACDDCBCBCCDCADBCDDAAABBCCBACCACBCCDDACCBCABAACBBABBCDADABDCAADDDACBCBAACCBBDABDBDBACDDDCBABCDADBDDDBBCBABCDCCBBCCACACCDDDDAABDCACADCCABBCDCAABDCBDDBDCDCCBDDADCCAAAACDABC"
"8557","CBABBABCACCCDBBBCDDCDDCBBBBABDADADCABCADDBDDCCDAABDADCCDDABDACABCACBAACCDCBCADCABBBABDABDCDBCCBBCCDAADBCDDACDCBBCBDADADABDDCAADCDBCDBBAACBCAACCAACACACBDBBACABCAADCCACAACADAACCBDCBBCCABDDACACDDAADDCABD"
"8558","CCADAACBBCDBBADACDCCDBDBABDCCBBCCAACDCDDCBDCADBBABBDCAABCDADCABBACCCCDDADADADDBDADCBDBCCAADBBABBABAACDCDCBDBACADBDAACAAAAADDABBCABBCBDAAABDBBBCACCAACBCDABDBDCBDACCDADDAABBDABADCCBCAAACCCABBBACBADADBAC"
"8559","ABBACCADDDDBAADABCAADDCBADBBCBDABBDCBBAAAABAABACBCDCDADABABDADBDBAABACCDADAABCAABDBBABDACBCBCDCBADCACBABCBBBCDDBBBABBDCBAADDCCBCDAABCADBDDACABCCDBBADBCDBDDBCCDCDBBDABDCBDABBDBCBCACCBCBAADDBCBDBCABDDCD"
"8560","CBACDDCABDCBBAABDDBAABDCCCBDCDCAAAABBCCDADDABACCCABDACADABDCDCDDADCDACDAACCABCABDACDAABCAABBCDABABAADCCCDBBCBCDBACABBCAABACDBBBDCACABBBCCBDCACDBBACCBACAAAABBDACBBAACCCAABCCACBDDDBBBBCCDCBBACCBABAAADAD"
"8561","DBCBACDDAAADDDBBBBDAAACBCBADCAACBACDBCCDDDBADDDABCCBDBCCBDABABCDBDCDDDDCCCDDCBDCDDAABAACDACABDBAACBABAADAAADBCDBBCCCACCBCBCBDCCCABCADACBBABCBBDAADAACAAACBCBAAAADDDCDDBDDBDCCABBBABAABDDBBACABBACCCADABA"
"8562","BBDBDDBACBDDBABBBACABBABCACBACBBDADAADBBACABCDDCAAACBAAACCCABCADAACCDCBBADBADBCAACDBBBBCDBCADAADDCACBCBDDADBBCDCABBBBBDAABAABDADCCBAAADCACBDCBDDCCACDCDDDCBADCDAAADABDBADDACADCDABCBCABDBDADBADBBCDCCBCB"
"8563","ABDACABDDCBDBCAAACABBDCBAADBCDADAACDDAABBBADABAABBCABDADCADABACCCBDBDCAAACDACDABBBABABDDACDCBDCCDDCDADCBCABBBDDABBBCCCABCBBCBBDACDBDCDBABBBCACABBCCACCADDBDCAACAAABBBDBDDADDBABCDBBACADACDBBCCABCCBABBDA"
"8564","AABDDABAADACDABABDADCBDDCBDBBCDBBBABCCDBAAACCAADBCDDDBABABCDADCBBDBAAADBDBDCACABBDDDAAADCCBCADCAAAADABDCDDACCACABADDCCAADDDBDBCDABCBCDABAADACCCDCACADABDADCCDCCAABDDCADADDADABCCBDACBCBABBBDDCBCACDCBCAA"
"8565","BABCBDBDBCDDAACBDBBDBAADACAABADDDBBDBABCAAABCAACDCDCDDCDBBBCCDDDDAADCBAABADCDBCACDACDCDCBACBDACDABDCABAADDADBDABBDBBABDCDCCAABDCADDCDBDDCBCADBAADDCCAACCCADDBABCDCCCABBBBCDCBDBBDACBBCDDDABCCADACCDACDCC"
"8566","BAAADABDCADABDBCBDAAABDACACCCDDBCAACDBDACBDABACDDADDDAACCDCACACDDCDCCDBAABCBDADABDDDCBCCABACBDDCDBACABACDCBAABDABBDACDDDDCCBCDBCBDBCBDCDBCCDBBCABDABCDCADCAABBCBADDACACABDBBBCCCDDCACADDDACBDCCDBDCBADCC"
"8567","BCBCCDACBCDDBDBBCDAACBCCCDDBCBCBBDDCADCCBAABCADAADADBBDCCABBDBCADDDCDCACBABCACBCAAADCDADACBABCBAACACDDBBCDACDAAABBCDDCDCBBABCBBABBCBCCCACCADBADDBCCDDADBCCBABBACCBCBACAAAADABBBCCDADAACCDDBDAADBBAADAAAC"
"8568","DCCACADBABBCACBABBCADABDBBCABDCCADCABACDDADDDCCDDBBBDDABCCDBDCBDCBDBCDACCABDACCCDCBDDDAADDCBDDADDADCADDDCABDADCDDACCBBAADDDDBACDAADCBDACBCDBBDDDBCDAACACDDBBDCBAADDADABBCCABDCACABCACAACACAABBDBDDDDBCDC"
"8569","CACCCBBDBDBCACCBABCDAABCCDDBDABDBBABBBADDDDABBBDAAAABCAABBCDDCABCDABCCCDDADCDCBCACBACCBDABDABABADBDCAAACACDDDDBBABDBDACCBAAABBCCBBCCABDAAABBDACABABDDADDCCDAADCCBADADBCDCDDCBADDACDCCBDDCCDCCADBADBADBBB"
"8570","DBBCCCDADCABDBBDDAAADCCDCCBBCDAAADABDABAAAADDBDBADDDACDABCBCCBBAACCCDAABDACADCCCDBABBACCBDCCCBCAABBACCADBACDCCDBBDBCBDCCBADCBAACCCDBCDCCBDCABDABCDCAABBBACBBCCCCADABBDCCCDDACDDCBCDDDDCBACBDADCBAACBCDBB"
"8571","DACDCDDADCBADAABCBDBACBABAADAACACBADDDADCBCBBDDBBCCBABADBCAACABBAADDDACAACBBCDAACADADBBABACDBBCCCDCDDCAAADABDACBABADBDCCDBCBABBBABACBBBBBBADBDCDCCCBAAACDDADCDACBDDBCABABCDBCBCDCADACCADABBAACABDBAADCAC"
"8572","BDBCADCCADCADADDCDDCAACACCCAACBBCBDBCDBADCCCCCBDBCBDBBDBADDDDBBCBDDCDBCDCABBCCDBADDBADCBBBADADABDBCCAAAACCDCACCCBBBAACCCCBCAACDABCCDCADCCCADADACDBACBACDBDCCBBDDCBAABCBDCDBBACDBACACCBDCCAAADDBCDABDCABA"
"8573","ADCDDCBBDACDBCBDADDDAACCDBBCBCADADDDCCDCACDDDCCCBDBCABCBBBAACDADDAAACDDCCBDBBACACCACBBACCBDCBBCAADAABCABCCDBCBCCBCCBCCCBADCCAABDDCABBABADDADBDADCAABCDBCADADDCABDCDCBBADBACADBCCDCBBDABBADBDBCBCDBCCCCAB"
"8574","AADCBCACACDCDDCCADBCADDCDADCADDADDAADBDACBBADDACCDABDDBCCBDCBACCDAACAABAABDCDBACCBDDCACBBDCBBBBDDBBCDBDBCBABADAADABCDADADCBABBCCCCABDDACACCBCCBACCADCAABDCADCCDAAACBDBCADCCDBDADCBBCBAADBDDDBDCCDACDCDDC"
"8575","AACBBCDBABADACACACDADDAADDBADCCCCDCDDACCDDBCAACBDDDBCBBDCBCBDDBCDCACAABDCBAACBDCBABDAABBACAABABACBABCADDBACACACCCDADBACBACAADDDBBDADCBACAABDCBADDCBBCBBBBCCADDCCCABBBACAACACCDABABACDACBCCCDAADDBACDBBBC"
"8576","ABAACCCCABCACDCCDCBDCBABDDABDBACBBCDCABBACCDCABBCCDCCACDCBCCDADDDBAABBBBBBACDCDBCCADBBCDBCCCCDDABBDBCCBBCDCBCDBDABABCBBABCDABBABBAABACDBBDDDCCBBAACCBABDBBBBBACDADBDCACCAABAABBCCDDBACBABDDCBCCAABBABBBD"
"8577","ABBBBDADCBBABBDBBDCAABCBDBDBDCDDBDCCDBDBBDCCBBCBCCADADDCBADADBBADDACDCCDCCBDAABBBCDCAABBCCAADBCCCADDBBCCCAACBCDABDCCDDBABCBABACCBADABACDDACDDDCCACCBDDAABDDBBDDBABCBACADBBACBCBDDACDCCADACBCDADDCDCBACCA"
"8578","BBCDCCADADBCCBCDCABACDDBBDABBDCCCDACCAAABBDDCCCDCABABDDBBBBBDBBDDADDDDDCCAACDBDDDDDDDAACBADCCCACBDCBCABBADDBBBDADBDDDADABCBABABDDBDCCBBCBBDACBAADDBAACAADAADBAAADABCDCADDBDCCCBBCCDDDAABADDABBDCABCBDDBD"
"8579","ACCCADBCCAAADBCDCBDBABAACBCACABCDAADDDCAAADBDABDACADDACCDBDACCBDCBBBAAABCADACACCCCDADDADDDACAACABBCBBADBBBBDDCDBCDCACAADDCDDDBBABADBDCBCCCAAAACADAADABBADDCCCBADBBDCCABAACCABABDCADBCDAADCAACDDABDDCACDA"
"8580","CCDADAAAAACADADADADABACBCDBCBACCDABDCDBCDAABBCAADABCCADCCDAABCDABDBBACADAACDBBCDABCDCDABDBDCBBABDCBADBBCBCCCDAACBDBCBBACACDDACDBBBDCCDBDABDBDCADCCBDCABCCCAAAACADDDADCCCBBBCCBCDBDADDCBABDBAAAADCADCDCBC"
"8581","CDDABADDAAABBCBDCCDCBCBBABCCDBDBBDAABDBABCCBDCCCADBACDBDCAADDCDACCBCDCAADCDADDDADBACACDCDDACABBABCCDCCACABACCBCBABCDDCBDBBDCACBADCADCAABBCAADBDBACACABDDDBCACAABBACDCBBCBDDCACDCACCCDBDBDADCABDACCBACDDC"
"8582","BACCDBDBCBDABCDBDCCCBBCBBBABBACCDDABADDDABCCAAAABCBDCABAAADCABABADABAABADCACBBACBDAABABDCDACABDAACBABBACCBBDADCCABBDBCCCCDBBDDACACBAAABCACDADCABDDBCBBDADDDABDCACCBDABAABCBBBDAAAADDBADCBCDDBCACADADACAC"
"8583","DACBCACDCCBCBBCCAACAAADADADCBAAAADCDADACBCAAAAACDBDDBBBDCDAADBDDDAADDBABDBACDBDCBBDCBADBDCDDDCCCACCBACACBBBACAACBBCADACDCCABDBAAABCBDCBCCCBABBCCBDACDDBDCDCAAAABAAABCDABDDCCDACBBDBDDBDDBDDDAADBDDDCACAC"
"8584","BAACCBDADBBDABBBABCBBCDAADDCCDADDDDCBDDAACAABDAABCCADADBCDAADADADAADCCBABCBCCDCCCACCDACDCAAACADBCCABDCACCBBDCCDDBBADDDDBADCCAADCDCCACBBDCCDAACBBBABDBADACBDAAABBADBCADCADCBACDBDBCBDADBADBCBBBABBAAADCBC"
"8585","ACDDAABBDBADBCCDAACABBACDDDBDADCACBBADAADBBBADBBCDDCDCDAABDDABBACBBDCCDDCDDDABCAACDBACCACBDAACDBBCBCACACAACABDDADBDAABBCABDCDBABDABDBBACBBADBBACBCDBCDBBCCDBBCCBDBBCACDABCCCADCDDCBADDCBBBCCCCDBCAABCCCB"
"8586","DBCDDABABBAABCBADBADCBCCDACCCCADDDACADCADADDAABACCBCDDABCBADBCBBABBBDDCADBCCDDBCDAAACADCCCDDDBBCBDACCACBDDCAADADBADDDCDACCCCCADDABDDCCDAABDCAAACACBBDCDCADDADCAACCDAAABBDACAABCBADBBABABABBBCACDDBDABBCB"
"8587","CDCCDDBDDBBCCDBCBDBDDBDBCABCBCBBCDCABCCACADADACDAABBDDBBDDCBDBCCDCBDAACBADCDBAACCDBBDCBDCDBBABCBABBAABDBBBCADDBCCCBADDCABBDDAAAAACDAAACDACADABABABABDAAAABBBBDDDCCBDCBCADACBABADBACDCCBBABDDCADCCACCABDB"
"8588","DCBCBAACCCBDCDDDADDBBBBCCBDDACCABAADABDAABBADDCCACDDBCBBCBCDBCADADBAAADAACACDDABCCDCACCCBBDCBCCAAABACBCABCBCDDBBCBCDDCCBBBABACDABACCCADBBDDDCDDBCAAAADCCABCDCCBABBBDDCDABCBDADBBAADADAADBBBDCDABABDCCDCC"
"8589","DDDDACDBDDDADAABBCDABBDCABDBDABDADDCDBBCBBCCCBBBCBABABDAADBBDADCABAAAADBCDBADAADCCCCAABCCDDBCAADCBDCCCBBACDACDBABBCADCCACBCAADCDCCDBBBAAABADDBACDBDCBDDDBCABABBACADACBBBCCDABDACADADCABBACDADABBDCAACCBD"
"8590","ADADACCDADACCCBABACCCACBDBADBBBDDACDAAAABAABBDDCDDBCADDBACCDBBBCCCCBDDAACACCDCDABABDDDAABBCDDCCBBDABBDDCACABBBBDCDDCDAABDCABBDACCBDDABBCACBBDABAABDCAACBBABCBDDCABCCDABACBCACCCCABACCCCBCBDCAACBADCDCCAB"
"8591","BBBAADCBBCADAACADCCDCACDDBAABACCBACDDABBBCBBBADCDBABDDCDDDCAAACCADCBCBBBBCBCDDBCDABAAADAACBBDBDADCABDDCBDADBBAAABDBAAAACCBCCBCDBCCCBABDADCCDABBBADBACAABBADCBDDBCBCACBBAADDDBBDACCCBDBACDBBBADBAABBCCBCC"
"8592","ADBCDBBAACABABBABDACCBDDCCDBAAACBCDDDACDCAABBAACABABDBABDACDCDCBBCDDCAACCDACCCDBADDDBCDBABDCDCDADBBBACDAACBAABACAAAACDCBCCBBBCCBCABDCCCCDDBBAADDBBDCCDBADACCDCCBCDBCACACABDCDACBCDDCBBBDDDBDBACDDADDABCB"
"8593","BABACBBACACBBDBDDCDCCABBABADBACABBACBABDCBBCADADBDAADCCAADDADACCADADBDCDBDDAABBBADBBCDADCDDBACCBDCBBCDBDBDBAADBCABCBDCBBAACBCBBBCCCDBADAAABABCACACCDCCCAAABBDABDACCDBACBCACADBBDCCBDDCCBDCCACDADDABCCDAD"
"8594","ACCCABADDCDCCCBAAADBBCDBBBBDBCCADDBAADAADBBAACAABBBCBAABACCDBBDCCDADCCCADBCACCDADBCBDCBCAABBBACBABBCCDDABBAABAADCCABDADBCBABAADBDBDAAAADDBAACDBDADDDCAAABCCDCAAAACABCAADADBABAAACABABBBADDCCBCAABDDBBDAA"
"8595","BAABACCDBAABCBDDADAACCDBACCDBCBACADDCACBADCBAACBADADABACBBDDDBBBBAAABDAABBBABCDBBADBBACBCADBBDDCABACCDDDDBDABCCCCABCCDACBBDCACAACABDCCADBBCDACBDADBCDCADDCACBADBCBDDDBBCDACCCDBADCDCBACBCBBBCADCBCCBBBDD"
"8596","DACBBBCDABBADAADDCACAADCAACDBAADABAACADCDCABCBACCDBABDCBCBCCADBABABDBDDAAADAACCDBBDADCCCDABACADCDCAABCCDBDAABADBADCCDDBDCBDBDAAACADDDABCBDBBCACBADBDABDCBBADCCDAAACDBCDDDAACCBCAABCBBCCABCAACCABDDBCADDB"
"8597","DCCDDADAAAADDCBADABABDCADAACDDCBACBCBADBDBBABCBCCCAADABDBADCDABCBCBBDCBCBBCBABCCADADCCDADBDDBCCDACACDDDACABDBCDBCDDACDCBACDADDAACAAACABCCDBACCDDCCCAACDCBBDDABAABBADDDAADADBADAAAACCADBDDCDABBCAAABBADCB"
"8598","BAABDDADABCBBDBBBDABACBDABDACDDBCACDBBCDCBBCBCDADCDABABCDBABDBDACDABDADBCCBBDDACDBDCCACACDDAACBCDADAADDBCADDBBABCDBBADCDACACABADACBDACDCBADABDBDABBDBACAADBABAADCCADCACDCBCBADBDBABACACCDCACDABDCDDDAAAA"
"8599","CCBBCBBAAACDCBADABACBAAACBDCCCAABBDCDCABADAABBCCDBADDADCBBDABADDDADCDBCADDCABCCDBAADCCDAAABDCBBDCDACDBCBCCACCAABDBAACAADDACACDDACCBDBABAABBACBCCDCCABACDAABDCADBBBBDBCADDCCCCBCCABBBCADADBAADAAAADBBDBBB"
"8600","ADDDBBACBCBDDDABCBBBDCCDBDDBCDCACAADCBBCBCCCCACBBAADADBBADCBBDADCDADCCDBACCCABADBBADBBADACDADBACABBDADDBABBDDDDACDAADDBCADCBDCACABDDABCADAAADDDBBCAAABDBADAADDDDDDCDAAABBDADCDCCDAACDDCCABCBDCAAADDBDABD"
"8601","BDCCDCBADCABDAACDACBCBBADDCCDDBDCBACBCDDDCCACAADCDABAAAABBAACBADAADCCBCBBCCACBBCDDACCBCDADCDCCABCDDABDBBABAAADDCCADDAAACBDBBCBADABDBCCCBACDDACDBDAACDBCBDADBBBBABCCCDCAADCDAABCBCAADBDBDDCBDBBCDBABCDBCB"
"8602","ADAABCDCBDCDBDADDCABDDACDBABDCBCAADBCCDBBBBCBCDDABACDCCADCDDCDCDCBCDBCDBBCBACAACDCBCDCDDCABABCDBDDDDACDACBACDDDDBDCDABABAAADCBABDACABCDCBBAADDBADDADADBAACAADDDBBCADCADDBACCDCBABCDCCADCADBDBDCADCDABDAD"
"8603","DADBACCDABCDADDDDDACCBCDACDBABDCACDDDDAADBDBADACDAADBABCAAAADCBDBBDBDDDADDABCDCCAACDCCCDCACCBBABABDDBBDCAAABBCBBABCDADBDBDBABAACCADCCABDABDAADCACABCABAABCCAAADDCADDCCBDCBADADDBBDACADBBCDBAABDBCBCCABBD"
"8604","ACCBCCDDDABCADDCADBACBBCBCDBAADBBAABDACCCCBCBCCCBBAABCDCBCCADBCCDBADBDADDCCDCCBDBBCDBDABBABCBDBCCACCBABBBBBCBACADBADCBBBACBADCDADACDCDDABBDDDDDDACDDADCBCCBBBABBDCABCBCCCACBCADDCAADDAADDCACDCAABBCACBDC"
"8605","ADCDBBADBCDCBCBDCBBCDADBDDABCBDABDCBDCADBABBAABBCBBBDCDDCCBABCCCCABAABDCBDCCADCBCCADBBDACBBCADBABCBDDABBCBCDCABBDBDDBBDAABACCAABCAADACBACADDDDACBBACDCDAACCCBDBBDACDCABAACABDBDCCABAADBCDCDCDDBACDDDCBCB"
"8606","AAAACCBBDBBBBCCDDCCDBCCDADDBCDCDCBDDADBCCAABACBDBCABBABABCCDDCAABDADBBCCACDDDABDCDBADCBBAABDACBCCAAAABCCCDBBCACBBBBBCCCCBDABCACCDABDBDBCBCDDDCDDDDBDAAADADABADDCBBCBBBADCCACABDABDBACACDBCAAADACAADBBDDA"
"8607","DACBBBAAACBBADACCBDABDABBDADBDDCBCAABACDABBBDADDAABCADDCDBABAABACBDDDCCABACADAAAAADACDABBBCABABCACCADDACCBBBBBBABCDBBDAACDDCDCABCDBDBBDBDBDCCACDCABCABDDADCBDBDADCCBDDADBACAADACCDDAAACBADDCDBDDBADDBABC"
"8608","DBACDCBAABDABDAACACCBCADBBDCBCBCBDACCDBABBDADBCACCCAACABDCADACBCDAADACBACBCBBBCBBDBCDDBBCCCCBDBBAADACBDCBACACBDBBBBBDBBADDCADCAADDDAAAADDCCCBBCAADACDABCACBACBCBACCDBCCBDBBBBDCADAABDADBBACBCCBACBABDBDD"
"8609","BBADACBBAAABCDDCBDCBACCBCAADABBDBBDBCDBDCBBADDCABCDDDBCACCDCBCABDAACDACADCCABBBCAACBBCCABBACADDBDCABCBCBACDCABCDBABADBBCBADAADCCADCCCDACACBAAABBBDDAAACACDACDABABABABDBDAACBDDACDCCCDDDACBAACCCDABBDBDAA"
"8610","CBBAACAADDCABBCCAAACCBCCBCCDBACACADACDDCBABBDCACABCDADBDBCCBCDCDCCCBCBCADBBDACADDACBCCCADACBABDBBBACADBADCDBACCACBCDACCABCCACBBCDCACDABCDBBDDCADADBDADCBDACCBBCDDCADDDDCAAADCCCDABCDCACABCBCBBCBACDACDCB"
"8611","CDBDBAABCBCDADAAABCBCBADBAADAACADABDDBDCCCCCBCADAADDBAABDCCCACCABCCDDBBDBCDBDDDBDDADCACACAABCCCDABCCACCCCACBDACDBBAADABCDDBBBCDAABBAADDDDBDDDCACBCCCAACCAABADCAADACBCCCDBACDBDBDDBADCBDADCCBCABBBABBAABB"
"8612","DAABBCCCDBCCCBBADDCDBBCDBCBCCCADDACCBBAAACAACBBDDBCCDACDBCBDCBABCBCBBDBCCABCACDCCDDBDBCCCBBADBCDADDBABCBCBACBDABDCCBBCDBDCACDCBDBBDAADAADBBCBBCDACBBABABADAADACACADDBADDCBBCCACDBCBDDAACAACDCAABABBBDACB"
"8613","DDDBCACBCCBCCADBDCAADDBCDDDABCACCCBDAACCDBBCDCABCAAADAACBBCDCAAACDDCBBBBCACCDACBDBBACCBBDCCCBDCADDACACACBDBDDADBDACDDDDCDCCBCCBCDACAABCCAACBDCBACBABDCDCBABDBCADDADABDCDADAADABADCCACAADBCADBBBDAAACCCAB"
"8614","BBABBBDCADCDAAACBDDDDCABAABCBBDDCCCCDABCCDCAADBCBDACBCABBACAABBCCBDCBABDBCDCDDCBAAABDBCDAAAABDDCDDCBDABACCCCBAABABBBCABBBCDADACBBDBCCCBABCBBADCBCABCCBBCBBDDDCCBCDCADBBCCABCBBDBDBCAADABBBBCDACCDADCAACC"
